"Название товара","Цена","Оценка","Кол-во оценок","Издательство","Серия","Автор","Переплет","Кол-во страниц","Год издания","Размеры","Вес","Раздел_Unknown","Раздел_Авантюрно-приключенческий роман","Раздел_Боевое фэнтези","Раздел_Вестерны","Раздел_Героическая фантастика","Раздел_Героическое фэнтези","Раздел_Графические романы","Раздел_Детективы","Раздел_Журналистские расследования","Раздел_Зарубежная драматургия","Раздел_Зарубежная сентиментальная проза","Раздел_Зарубежная фантастика","Раздел_Зарубежное фэнтези","Раздел_Зарубежные детективы","Раздел_Зарубежные любовные романы","Раздел_Зарубежные приключения","Раздел_Зарубежный фольклор","Раздел_Интеллектуальная проза","Раздел_Историческая проза","Раздел_Исторические детективы","Раздел_Исторические любовные романы","Раздел_Кино и книги","Раздел_Классическая зарубежная литература","Раздел_Классическая поэзия","Раздел_Классическая русская литература","Раздел_Классические детективы","Раздел_Книги на английском языке","Раздел_Комиксы для детей","Раздел_Космическая фантастика","Раздел_Криминальные боевики","Раздел_Культурология. Искусствоведение","Раздел_Любовное фэнтези","Раздел_Любовный роман","Раздел_Манга","Раздел_Мифы и легенды","Раздел_Научная фантастика","Раздел_Национальные кухни","Раздел_Остросюжетные любовные романы","Раздел_Поэзия","Раздел_Русская драматургия","Раздел_Русская сентиментальная проза","Раздел_Русские детективы","Раздел_Русский фольклор","Раздел_Русское фэнтези","Раздел_Сказки и притчи","Раздел_Современная зарубежная проза","Раздел_Современная русская проза","Раздел_Современные детективы","Раздел_Современные любовные романы","Раздел_Социальная фантастика","Раздел_Триллеры","Раздел_Ужасы. Мистика","Раздел_Фантастика и фэнтези для подростков","Раздел_Эпос и фольклор другие издания"
1,0.3055091819699499,0.0,0.0,2,1,1,0,0,0,311.75,0.01,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.025375626043405673,0.8400000000000001,0.0017708333333333332,2,1,1,1,448,2022,302.22,0.46,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.11118530884808014,0.91,0.0030208333333333333,2,1,1,2,352,2023,298.2,0.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.2317195325542571,0.0,0.0,2,1,1,0,256,2024,273.98,0.37,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.542237061769616,0.8800000000000001,0.0009027777777777777,3,1,1,1,448,2024,368.16,0.81,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.4203672787979967,0.9300000000000002,0.009618055555555555,7,0,1,1,176,2024,339.66,0.37,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.22270450751252086,0.9300000000000002,0.0007291666666666667,2,1,1,1,352,2024,266.5,0.36,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.020033388981636056,0.8500000000000001,0.0020486111111111113,2,1,1,1,448,2020,275.31,0.42,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.025041736227045072,0.86,0.0015625,2,1,1,1,480,2021,262.4,0.45,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.5362270450751252,0.9500000000000001,0.0009027777777777777,7,1,1,1,466,2024,334.8,0.91,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
